publishedAt,authorDisplayName,textDisplay,likeCount,merk,Sentiment
2020-02-22T23:08:36Z,@nixonsimanjuntak5545,"Engga ini kan listrik,pas udh liat surat.trus Napa dicegat,wkwk",0,tesla,Netral
2020-02-22T23:04:55Z,@audreandre,Bapak gua pake ini nyalainnya aja juga udah bingung. Hari ini ngasih tau besok lupa fiturnya 🤣,0,tesla,Negatif
2020-02-22T23:03:12Z,@unboxingindonesia,Waktu ngerekam.kentut di toilet kali yah hahahahah,0,tesla,Netral
2020-02-22T22:52:53Z,@muhammadrendikurniawan895,Kalo naik tesla jd ga bisa ngomong kami suka turbo dong,0,tesla,Negatif
2020-02-22T22:42:54Z,@mpahriyadi6469,Tik tok 😅,0,tesla,Netral
2020-02-22T22:23:01Z,@sobatgelembung3898,KAMI SUKA HELEM ... HELEM MANA HELEM ???<br><br><br>Motomobi jadi lebih kaya om mobi :(,1,tesla,Negatif
2020-02-22T22:22:31Z,@anisa1022,Semoga di miliki blue bird taxi,0,tesla,Netral
2020-02-22T22:07:15Z,@ariffaozi4789,its smart car..... broooo,0,tesla,Positif
2020-02-22T21:53:52Z,@BukanPawstad,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1020"">17:00</a> hampir milenial 😂😂",7,tesla,Netral
2020-02-22T21:47:35Z,@achmadrizaln3623,Menit ke 15-12 gambar apaan anjir itu wkwkwkwkwkwkkw,0,tesla,Netral
2020-02-22T20:15:20Z,@yakubyakub5106,wkwkkkkk😅😅😅,0,tesla,Netral
2020-02-22T20:04:53Z,@cakbeddun,Kenapa anda menggambar si Ogut di layar Tesla? Hmmmm...,0,tesla,Netral
2020-02-22T19:46:03Z,@nafisaalmahiraramadhani3472,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1580"">26:20</a> polisi nya udah berharap  uang roko taunya mobil sultan yang bawa om om bertopeng 😝🤭",6,tesla,Netral
2020-02-24T04:53:53Z,@JTSmini4wd,Wkwkwkwkwkw gagal y ? 😂,0,tesla,Negatif
2020-02-26T17:30:05Z,@hendryprayoga505,Suudzon tros polisi dimata lu😊,0,tesla,Netral
2020-02-26T18:40:28Z,@nafisaalmahiraramadhani3472,@@hendryprayoga505 faktanya emang begitu,0,tesla,Netral
2020-02-26T23:47:39Z,@hendryprayoga505,@@nafisaalmahiraramadhani3472 bersihin hati mas jangan suudzon trus sama orang. gabaik☺,0,tesla,Netral
2020-02-22T19:40:00Z,@iriel54,ribet amat ni mobil,0,tesla,Negatif
2020-02-22T19:36:29Z,@AldyNugroho69,Semoga kedepannya Esemka me rebadge mobil ini,0,tesla,Netral
2020-02-22T19:28:56Z,@setetesoli6586,Tu camera ny ada debunya,0,tesla,Negatif
2020-02-22T19:21:01Z,@KangPukul,lensa kotor,0,tesla,Negatif
2020-02-22T18:47:23Z,@ivoryrahadian7019,Layarnya rusak.. modar..😆,1,tesla,Negatif
2020-02-22T18:44:38Z,@berilprasetyo6295,Ketika om om main tiktok🤣,1,tesla,Netral
2020-02-22T18:31:57Z,@aseven7777,Beli om 😅,0,tesla,Netral
2020-02-22T18:19:35Z,@erwanasdiarto09,"Tks <a href=""http://om.mobi/"">om.Mobi</a>",0,tesla,Netral
2020-02-22T18:18:49Z,@bangrudy5334,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1678"">27:58</a> kirain Hp saya yg kotor 🤣🤣 ternyata kameranya 😄😄",0,tesla,Netral
2020-02-22T18:14:08Z,@linmimi5876,Nunggu telsa china 300. Jutaan....,0,tesla,Netral
2020-02-22T18:07:00Z,@Grana_ZA,"Jirr... Gw kira itu iklan/adsense tiktok, ternyata clip om mobi sndiri 😂",1,tesla,Netral
2020-02-22T18:04:39Z,@madeinsfth6169,Logo timor wkwk,0,tesla,Netral
2020-02-22T18:01:50Z,@fajarmalaka5788,Tesla atau porsche itu mirip bgt,0,tesla,Netral
2020-02-22T17:56:53Z,@SetyaARM,Lensanya sepertinya kotor Om..,0,tesla,Negatif
2020-02-22T17:54:44Z,@tandhyhamazhaki6060,"Ini Tesla seperti bos saya..<br>Dia warna hitam,sya di tuntut untuk bisa bawa ini mobil,tapi saya gaptek...<br>Hahahaha....<br>Tiap hari cuma bisa nyengir aj kalo naik ini mobil,bos hanya tertawa ngakak..",0,tesla,Netral
2020-02-22T17:52:02Z,@senajix,"Itu menit sekitar <a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1693"">28:13</a> pojok kiri bawah ada item gw kira hp gw yg rusak lcd nya...",0,tesla,Netral
2020-02-22T17:51:23Z,@adrilandryan8995,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=911"">15:11</a> bukan konten anak-anak 🤣🤣🤣🤣🤣",0,tesla,Netral
2020-02-22T17:39:35Z,@electron3photon116,"Masih mahal, kenapa gak minta tesla buka cabang aja di Indonesia.<br><br>Pasti tesla cybertrucknya laku keras😂",0,tesla,Netral
2020-02-22T17:39:08Z,@dimaskhuluqi7721,Emng bener lebih ramah lingkungan. Tapi kalau di gunakan di indonesia masih kurang yakin untuk keamanan pengguna. Apalagi kalau posisi baterai ada di bagian bawah mobil. Sedangkan indonesia banjir masih dimana&quot; 🤔,0,tesla,Netral
2020-02-22T17:35:31Z,@dennygoeh8996,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=890"">14:50</a> gw cuma ngakak pas nyobain bunyi kentut doang.... bwhahahahahahahaha",2,tesla,Netral
2020-02-22T17:20:09Z,@rizkynurcahyanto,"ada noda item di sebelah kiri, gw kira layar hape gw kotor ampe gw elap2, wkwk",0,tesla,Netral
2020-02-22T17:16:48Z,@YukitaChannel,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1531"">25:31</a> starlet ganteng tuh",33,tesla,Positif
2020-02-22T17:09:51Z,@BusetChannel,Yg vidio ini di tonton karna berharap om mobi di tilang siapa ngacung hahahahah,0,tesla,Netral
2020-02-22T17:09:40Z,@project0727,"Om, coba test drive teslanya di sepanjang tol trans jawa. Pasti seruu",0,tesla,Netral
2020-02-22T16:52:51Z,@ombaay,"Kami tidak suka kesunyian,  kami suka raungan mesin hahahhahaha",0,tesla,Netral
2020-02-22T16:49:58Z,@gnyproject2900,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=914"">15:14</a> best part",17,tesla,Positif
2020-02-22T16:42:10Z,@keluargakecil7394,Tipe yg paling murah...harganya 1.5 M ...gila lou ndro..!!,0,tesla,Negatif
2020-02-22T16:30:45Z,@trido6670,Polisinya 👍👍,0,tesla,Positif
2020-02-22T16:23:27Z,@agungdp708,Alhamdulilah sudah kebeli tesla invander III 🤣,0,tesla,Positif
2020-02-23T06:39:32Z,@gevankrisna5055,woiii vape woiiii,0,tesla,Netral
2020-02-22T16:14:34Z,@massanseto1349,"dilarang mengemudi sambil nonton tv dan nelpon, berbahaya bagi pengemudi lain,  kata polisinya ketika ditilang paksa",0,tesla,Netral
2020-02-22T16:04:28Z,@hardinasputra1850,"Sial sial pas lagi kentut gw lagi mau makan mie goreng,, dan gw gak jadi makan mie goreng gw setelah lw bilang becek om..",0,tesla,Negatif
2020-02-22T15:57:02Z,@williamteguhkaryaputra1451,Si Om Pake SF haahaa..,0,tesla,Netral
2020-02-22T15:56:11Z,@arismunandar8323,Cuman sayang kaca spion ny ndak ada heaternya,0,tesla,Negatif
2020-02-22T15:52:36Z,@perlawanan8698,kenapa mobil nya di awal video di basah basahkan?ingin menaikkan birahi kami?,0,tesla,Negatif
2020-02-22T15:51:50Z,@MervinYoutube,Suka gw polisi yang up to date begini👍,12,tesla,Positif
2020-02-24T08:17:33Z,@yukasidharta997,Tapi msh byk polisi yg kudet,0,tesla,Negatif
2020-03-01T07:44:35Z,@mfaisalardan8701,@@yukasidharta997 sotau,0,tesla,Negatif
2020-02-22T15:49:41Z,@hapsarihapsari9452,Kok klo om mobi kurus..jd ngga asik ya..,0,tesla,Negatif
2020-02-22T15:47:46Z,@noverindra,HAIL AI,0,tesla,Netral
2020-02-22T15:33:52Z,@dap1838,11.55 sombong terselubuny,0,tesla,Negatif
2020-02-22T15:33:20Z,@jaydenholic8829,mantap tapi designnya kurang mewah,0,tesla,Negatif
2020-02-22T15:26:27Z,@jaydenholic8829,harga berapa ommm,0,tesla,Netral
2020-02-22T15:26:15Z,@itapras,Tesla membuktikan kalau mobil listrik itu menyenangkan<br>Patut ditiru kalau kita mau bikin mobil😁,45,tesla,Positif
2020-02-22T15:26:00Z,@mirzhaperdana7253,Kalo layarnya rusak dilempar anak pake hotwheels...alamat gak bisa ngapa2in,0,tesla,Negatif
2020-02-22T15:19:22Z,@submariner144,"Wow full elektronik. Misalnya kecelakaan, ngeguling atau nyebur ke danau lalu elektrikalnya fail, cara buka pintunya gimana ya itu? serem jg..",0,tesla,Negatif
2020-02-22T15:17:53Z,@renalalfian377,Sayangnya Tesla gak bisa pake turbo🤭,0,tesla,Negatif
2020-02-22T15:03:51Z,@tobiasnaiborhu5116,Gmn turboinnya ini,0,tesla,Netral
2020-02-22T14:58:36Z,@kontennegatif774,Kangen helm om mobi.,0,tesla,Netral
2020-02-22T14:57:22Z,@ryudarm4914,"kalo pas macet kan jaga jaraknya jauh tuh, gimana kalo tiba&quot; ada mobil yg ngisi di depannya .apa mobilnya bakal mundur kalo GK ada mobil lain di belakangnya?",0,tesla,Netral
2020-02-22T14:45:06Z,@capten_chupper,Ngakak om sma suara kentutnya apa lagi pas di bilang becek.wkwkwkwkwk mantep,0,tesla,Positif
2020-02-22T14:44:58Z,@iskandaragung3939,ada emak2 pake daster nyebrang,0,tesla,Netral
2020-02-22T14:41:54Z,@ipetruk5720,Sekuuuuut,0,tesla,Positif
2020-02-22T14:39:04Z,@piponamyriel565,Sering2 ya om review mobil2 US spt ini,0,tesla,Netral
2020-02-22T14:32:46Z,@fikrferd,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=714"">11:54</a> punya mobil ini ngasih polisi cepe uangnya mesti cepe😂",0,tesla,Negatif
2020-02-23T03:06:11Z,@PapuaBroadcaster,Di mobil saya isinya dua ribuan. Ini cepek. Wow,0,tesla,Positif
2020-02-22T14:32:16Z,@albeealbee3251,melu ngguyu OM2,0,tesla,Netral
2020-02-22T14:31:42Z,@dtkaroke,"Beli mobil mahal mahal  supaya bisa nyetir sndri , gk isi bensin, knpa gk naik taksi online aja awokwokwokwok",4,tesla,Negatif
2020-02-22T14:20:15Z,@Kevin-yk9qf,"<i><a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=911"">15:11</a></i><i>😂😂😂😂 gambar apa itu?</i>",9,tesla,Netral
2020-02-23T04:49:39Z,@abuaryo542,Ko**ol,0,tesla,Positif
2020-02-24T01:53:12Z,@cettatourtravel893,Kontil,0,tesla,Negatif
2020-02-22T14:20:06Z,@Youviez,malah maenan kentut anjir 🤣,0,tesla,Negatif
2020-02-22T14:06:57Z,@syaefulanwar2029,Hmm gambar nya kerem omm wkwk,0,tesla,Netral
2020-02-22T13:52:44Z,@yahsailhamprasetyo8954,Sekali full charge brp kwh om? Dirupiahin berapa?,0,tesla,Netral
2020-02-22T13:40:22Z,@ryansetiana6695,Harga brpaan yaa,0,tesla,Netral
2020-02-22T13:37:57Z,@user-babigoreng,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1537"">25:37</a> disalip xenia yg velg nya diem 🤣",43,tesla,Negatif
2020-02-25T07:12:24Z,@pixelplayz8950,Wkwk,0,tesla,Netral
2021-06-26T04:03:32Z,@naztic1380,RPM = FPS<br><br>Sama,0,tesla,Netral
2020-02-22T13:34:00Z,@wahyugunturprakosa2862,Lu gambar apa om td🤣,0,tesla,Netral
2020-02-22T13:28:07Z,@janviktakarosekali9397,Pengen punya 1 nanti ya Tuhan,0,tesla,Positif
2020-02-22T13:28:03Z,@awhproduction8510,Belum di update tuh software nya,0,tesla,Netral
2020-02-22T13:26:51Z,@e-lagaming2432,"NGUEKEK BAGIAN <a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=592"">9:52</a> kampreeedd :v",0,tesla,Netral
2020-02-22T13:24:37Z,@bimorsteam9584,"Duh jd pengeeeeeeen teknologinya, tp bodynya msh kuraaaang <a href=""http://www.youtube.com/results?search_query=%23impianpelajar"">#impianPelajar</a>",0,tesla,Negatif
2020-02-22T13:24:00Z,@bimorsteam9584,"Duh jd pengeeeeeeen <a href=""http://www.youtube.com/results?search_query=%23impianpelajar"">#impianPelajar</a>",0,tesla,Positif
2020-02-22T13:20:23Z,@benjimadden8402,kalah telak mobil avanza,0,tesla,Negatif
2020-02-22T13:14:25Z,@ae.yahyamappaerang5353,Kami suka tesla tapi tidak harganya,0,tesla,Negatif
2020-02-22T13:11:20Z,@nuroninuroni3652,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=714"">11:54</a> uang recehan sultan",2,tesla,Netral
2020-02-22T13:08:14Z,@dewa-wan,"Om, kameranya minta ganti tuh, ada noda hitamnya tu 😂😂",0,tesla,Negatif
2020-02-22T12:55:13Z,@maulanaarum5167,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1300"">21:40</a> mobil ijo keren om",89,tesla,Positif
2020-02-22T12:45:14Z,@Maxxwineee,Gambar kontolodon,0,tesla,Negatif
2020-02-22T12:35:32Z,@rizaholix,"tanggal tua om ky ga ngerti ajah, wkwk<br>x ja dpt jangkrikan dr si om<br>😁",0,tesla,Netral
2020-02-22T12:32:25Z,@myst-ra,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=815"">13:35</a> yg membuat tesla mahal 🤣",123,tesla,Negatif
2020-06-13T04:29:34Z,@ariasena3645,Mobil kok kentut🤣,0,tesla,Negatif
2021-08-30T00:04:13Z,@6789-y7q,"@@ariasena3645 yaelah di kasi gratis juga mau lu,lu cuman bisa ngeremehin doang bocil",0,tesla,Negatif
2021-10-08T05:04:06Z,@FIFA_Football1977,"@@6789-y7q iya padahal ELON MUSK UDAH CAPEK BUAT MOBIL MEWAH,LISTRIK,AUTOPILOT PULA ITU",0,tesla,Negatif
2021-10-24T12:56:53Z,@noname-lw7xb,@@FIFA_Football1977 kwkwkwk caps lock gak tuh,0,tesla,Netral
2021-10-26T04:52:42Z,@motortertabrak7065,@@FIFA_Football1977 Abis ini Elon musk bikin pintu kemana saja <br>Dilengkapi dengan kamar mandi <br>Dapur<br>Kamar tidur <br>Dan taman <br>Disertai auto pilot ke surga,0,tesla,Netral
2020-02-22T12:21:05Z,@ahmad-ww4lp,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=715"">11:55</a> duit parkirnya org kaya",0,tesla,Netral
2020-02-22T12:19:59Z,@awesomesleeper4379,I am a ribet man<br>When i see &quot;k0nt0l&quot; i click report,2,tesla,Netral
2020-02-22T12:09:15Z,@triwahyuutomo4224,waakkakka gambar itu kok diapus...,0,tesla,Netral
2020-02-22T12:02:37Z,@m.alfarezelzaynarzanka9135,Kemana IG oom bule? 😭😭😭,0,tesla,Netral
2020-02-22T12:00:38Z,@bangul3759,Spertinya punya rudi salim soalnya dia punya dealer mobil yg menjual berbagai macam mobil mewah,0,tesla,Netral
2020-02-22T11:57:54Z,@Natalinahasibuan,om buat ulasan durability mobil listrik,0,tesla,Netral
2020-02-22T11:57:16Z,@pims1227,kenapa pula mobil putih kuncinya hitam - kami suka turbo 2017,0,tesla,Netral
2020-02-22T11:55:42Z,@yoga3820,Anjir gambar apa tu 😂,0,tesla,Netral
2020-02-22T11:55:22Z,@ruidwin244,"Kalau mobil listrik gak kena ganjil-genap, bagaimana dengan mobil Hybrid...?<br><br>Dia tarikan awalnya listrik. Bisa dikatakan full listrik. Karena mesin hanya sebagai genset jika listrik kosong.<br><br>Mungkin perlu revisi kembali ??🙄🤔",0,tesla,Netral
2020-02-22T11:53:33Z,@Satriaadiguna,GAMBARNYA HAHAHA,0,tesla,Netral
2020-02-22T11:49:46Z,@naufalsirait407,i like voice note,0,tesla,Netral
2020-02-22T11:47:30Z,@irfandiva938,Bikin long trip pakai Tesla donk,0,tesla,Netral
2020-02-22T11:39:20Z,@vianyudi1467,Kentut becek 🤣,0,tesla,Negatif
2020-02-22T11:36:47Z,@keizaahmed6207,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1132"">18:52</a> chargingnya 44 km/hr 32 A 225v 50 menit charging untuk charging sampai limit bukan sampai 100% (karena memang di anjurkan seperti itu di 80-90%) jadi kalau mau charging dari 0 kira-kira 8-10 jam dong?",6,tesla,Netral
2020-02-22T11:22:58Z,@ahmadfauzan5807,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=913"">15:13</a> 😂😂",1,tesla,Netral
2020-02-22T11:18:15Z,@adeirwan4691,Info game yg ada mobil tesla dong... Beli tesla di dlm game aja. 😁😁😁,0,tesla,Netral
2020-02-22T11:17:34Z,@harry-up,Bukti kejeniusan Elon musk,0,tesla,Positif
2020-02-22T11:14:45Z,@Auto_Generelized,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1738"">28:58</a> EH ANJIRR, KAGET AKU",4,tesla,Netral
2020-02-22T11:13:29Z,@agusluck,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=625"">10:25</a> mksdnya",0,tesla,Netral
2020-02-22T11:12:18Z,@oha544,kebanjiran konslet ga?,0,tesla,Negatif
2020-02-22T11:10:50Z,@agusluck,Kyanya om mobi salah sebut apa gimana ya? Perasaan saya pas jelasin kombinasi sein yg di gerakin wiper. 😂 Apa saya yg gk fokus sekitar menit 9 sampai 10,0,tesla,Netral
2020-02-22T11:05:15Z,@chokyrachman6979,Ini mobil apa maenan sih ? 😀😀😀,0,tesla,Netral
2020-02-22T11:02:50Z,@piponamyriel565,Thanks om sdh review Tesla Model 3.. review Chevy Camaro om dan Cadillac Escalade 2020,1,tesla,Netral
2020-02-22T11:00:26Z,@Jimbongbet1908,"Joni di menit <a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=912"">15:12</a> awowkwkw",0,tesla,Netral
2020-02-22T10:46:50Z,@Jimbongbet1908,Kalau yang bmw kemaren... Polisi nya nanya<br>Emang kenapa mobil listrik? Awoekwkwkw,0,tesla,Netral
2020-02-22T10:45:40Z,@Yutup_cenel,"keren ommobi,<br>doakan saya teman&quot; biar saya bisa kredit  motor matic🙏",0,tesla,Positif
2020-02-22T10:38:43Z,@magixmagi305,Kami suka polisi yang pintar,0,tesla,Netral
2020-02-22T10:37:37Z,@Dewayogasa,Kuoomnttoollll,0,tesla,Netral
2020-02-22T10:37:24Z,@ryanqube9132,Ngecas dirumah token listriknya langsung kena stroke tuh😂😂,0,tesla,Negatif
2020-02-22T12:30:40Z,@imamriders5510,Bner tuh apalagi daya cuma 1000wat😂😂,0,tesla,Negatif
2020-02-22T10:35:29Z,@ibnusumono5004,Hampir 2 menit bermain dengan kentut....,0,tesla,Negatif
2020-02-22T10:31:36Z,@vacuousvmixelva,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=845"">14:05</a> Becekkk",1,tesla,Netral
2022-04-25T09:35:39Z,@omegacompany,The heaviest and the Longest fart sound was Ludicrous fart mode on the Toybox.,1,tesla,Netral
2020-02-22T10:31:33Z,@ertigadrezzamk.2stillcance750,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=912"">15:12</a><br><br>Bjirr om",1,tesla,Netral
2020-02-22T10:28:34Z,@komarulumam2901,Tik tik tik bunyi hujan di atas genting 😁😁😁,0,tesla,Netral
2020-02-22T10:27:47Z,@shanuld96,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1295"">21:35</a> injek rem, om 😂<br><a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1320"">22:00</a> jaraknya bisa diatur di menu Autopilot nya om, kalo ga salah ada 3 level 😁<br>Banyak2 blajar lagi pake Model 3 om 😄",4,tesla,Netral
2020-02-22T10:27:20Z,@liverpoolynwa140,"Masih amat sangat perawan, tapi tetap tidak perawan 🤣 🤣🤣🤣",0,tesla,Netral
2020-02-22T10:24:36Z,@burhanburhan9113,Gaya bicara om mobi kelihatan sombong sekali tapi sy suka klo si om jelasin semua review nya. Hahaha...khas banget cocok pakai topeng hahaha,0,tesla,Netral
2020-02-22T10:24:08Z,@fajarpanji597,kami suka listrik,0,tesla,Positif
2020-02-22T10:22:31Z,@NickyLanesMV,"Bangkwee om mobi tiktok user ternyata wkwkwkwk XD nih guys <a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=595"">09:55</a>",0,tesla,Netral
2020-02-22T10:18:00Z,@titoakbar3300,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1531"">25:31</a> Starlet GT Turbony Keren",322,tesla,Positif
2020-02-23T03:04:27Z,@rama389,👍,1,tesla,Positif
2020-02-24T08:28:14Z,@bogaryusdiarman2063,"Kreenzzz sekali itu, punya siapa ya",1,tesla,Netral
2020-02-24T15:34:45Z,@arutama23,"Punya siapa itu starletnya, lokasi kya tol andara",1,tesla,Netral
2020-02-25T01:17:23Z,@alfafllffl2634,Sangad keren,1,tesla,Positif
2020-02-26T11:27:30Z,@andiswiguna715,Udah ada yg notice duluan. Starleters detected..,1,tesla,Netral
2020-02-22T10:11:06Z,@senajix,Om klo batre abiss gmna cara buka ttp charger nya?,1,tesla,Netral
2020-02-22T10:09:58Z,@mhmmdaliyazalfadi1490,Mobil nya kaya masa depan om kabin nya😂,0,tesla,Positif
2020-02-22T10:08:56Z,@taufiqurrohmanable,"Itu nggambar apa, Om? Wkwkw",0,tesla,Netral
2020-02-22T10:08:03Z,@cepkowi54321,"pernah saya lihat model S nya , tidak ada sora mesinnya di dalamnya ada orang kaca di tutup pasti AC nya nyala , kalau di saudi yang punya orang menengah ke bawah",0,tesla,Netral
2020-02-22T10:04:12Z,@ApridanHusaeniMuharam,"Kena banjir, RIP tesla",0,tesla,Negatif
2020-02-22T09:53:06Z,@panjirayrizki,Kasih turbo om.,0,tesla,Netral
2020-02-22T09:47:27Z,@wongmbaru4954,Apple Car,0,tesla,Netral
2020-02-22T09:36:45Z,@anonim091,"di amrik 500jt, sedih klo denger harganya yg di indonesia.. hihihi",0,tesla,Netral
2020-02-22T09:34:53Z,@TUKANG_SERVIS_ELEKTRONIK_513,Kami suka TESLA... <br><br><br><br><br><br><br>Mobil impian  Tesla P100D<br><br><br><br><br>om mobi girang banget mainin kentut 😂,0,tesla,Positif
2020-02-24T05:43:14Z,@muhammadtaufan1614,Dengar dari suara dan penampakannya ini bukan om mobi asli yg reviw 😂😂😂,1,tesla,Negatif
2020-02-22T09:34:46Z,@helmirakhman483,"Kacau si ogut, lensanya kotor kaga di bersihin",0,tesla,Negatif
2020-02-22T09:22:47Z,@butjh,"Itu lensanya ada debu jamur atau apa sih tiap video ada item item di pojok kiri contoh <a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1052"">17:32</a>",0,tesla,Negatif
2020-02-22T09:22:23Z,@marcelinoaldo,Akhirnya ada polisi yg paham :D,0,tesla,Netral
2020-02-22T09:21:38Z,@mis3782,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=596"">9:56</a>  hahahahahahaaaaa<br>:D",1,tesla,Netral
2020-02-22T09:21:16Z,@yudidiansaputra3668,"Kekurangan mobil listrik dibanding mobil internal combustion saat ini adalah keterbatasan jarak jelajah dan waktu pengisian daya nya. Ditambah lagi semua pengaturan lewat head unit nya, kurang praktis dan kurang aman bila sambil berkendara",0,tesla,Negatif
2020-02-22T09:19:18Z,@pradityaindradadit5347,Beli dimana 🤔,0,tesla,Netral
2020-02-22T09:17:53Z,@yazinside9900i,Kenapa selalu ada tompel di sisi kiri??,0,tesla,Netral
2020-02-22T09:13:54Z,@guritnoivan8314,gambar apa itu om..,0,tesla,Netral
2020-02-22T09:13:49Z,@AniMadToon,Tesla Model S <br>Tesla Model 3<br>Tesla Model X<br>Tesla Model Y <br><br>Atau &quot;Tesla Model S3XY&quot; 😉👍👍.,0,tesla,Positif
2020-02-22T09:09:03Z,@alexajailtatto6884,nih om moby kw yg riview mobil nyA,0,tesla,Netral
2020-02-22T09:02:06Z,@maximilianwijayadayatama6308,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=715"">11:55</a> selalu siap uang receh untuk pak ogah..",1,tesla,Netral
2020-02-22T08:55:57Z,@sultansakti5478,"Jangan beli mobil guys,ga bisa di isi pertalite",0,tesla,Negatif
2020-02-22T08:54:04Z,@riandodasilva1908,ngecharge nya gratis tapi kan itu parkir di gbk kena charge juga.. jarang yg bener bener gratis karang mah,0,tesla,Negatif
2020-02-22T08:51:46Z,@triwaluyo8471,wah nglewatin rumah gue di antasari...<br>mampir om...,0,tesla,Netral
2020-02-22T08:49:51Z,@GP-ji3vf,om..itu kaca di atapnya ga akan pecah kah??? btw itu ngeri ngeri om klo kaca sebab nanti klo misalnya si pengendara keluar malam trus berjumpa dengan kuntilanak yang lagi terbang atau duduk diphon atau lagi tempelin muka ke kaca atas...auto ngeri om..hahahaha,0,tesla,Netral
2020-02-22T08:48:35Z,@teddypermana8190,Jadi pengen beli Tesla gara2 bisa suara kentut 😁,0,tesla,Positif
2020-02-22T08:48:04Z,@kpu17nlb72,"<a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1464"">24:24</a> <a href=""https://www.youtube.com/watch?v=V9A7AhXWi3I&amp;t=1469"">24:29</a> semua akan avanza pada waktunya",0,tesla,Netral
2020-02-22T08:44:40Z,@saipulalawi5104,Suara om mobi kok berbeda ya.,0,tesla,Netral
2020-02-22T08:31:32Z,@agusw.0,Ommm mobiiiiii😂😂😂😂,0,tesla,Netral
2020-02-22T08:28:23Z,@adhiwicaksana8426,Velgnya ganteng,0,tesla,Positif
2020-02-22T08:25:42Z,@Ar-fy5nc,Bos jangan sampa kena banjir Tesla gx ma tanggung,0,tesla,Negatif
2020-02-22T08:22:03Z,@masaryomv3027,Sudah tau listrik mengapa di stop????🤔🤔🤔🤔,0,tesla,Netral
2020-02-22T08:19:45Z,@steven1656,compare tesla sama bmw i3s sama om fitra om.<br>yg setuju like,25,tesla,Netral
2020-02-22T17:41:00Z,@dewakrisna5227,"Jauh perbandingannya,, sdh pasti tesla yg menang. Ga akan menarik tp tetap akan ditonton.",1,tesla,Netral
2020-02-23T02:22:42Z,@IndraSetiawan89,ama esemka jg,0,tesla,Netral
2020-02-22T08:14:29Z,@chandravaioable,Mesoem bgt gambar lu om 🤭,0,tesla,Positif
2020-02-22T08:12:33Z,@alifagustianto4354,aku kita ada noda dilayar zzzz,0,tesla,Negatif
2020-02-22T08:11:45Z,@rizkiafriansyah1926,"Ketawanya om mobi tuh gurih bener, kalah santen wkwk. Ngakak om 🤣🤣",3,tesla,Netral
2020-02-22T08:10:49Z,@TV-zw4fi,klo rewel tinggal di bawa ke tukang servis dinamo om 🤣🤣🤣🤣,0,tesla,Netral
2020-02-22T08:07:26Z,@hendrawijaya6816,11.56 itu uang parkir ya,0,tesla,Netral
2020-02-22T08:02:53Z,@fazilrizwan6839,Om klo mau ngecas mobil tesla di indonesia dimna,0,tesla,Netral
2020-02-22T07:59:40Z,@mainanrr,Titit bjjirrr,0,tesla,Netral
2020-02-22T07:54:45Z,@achmadrizal5273,"Itu batrenya sistemnya seperti punya Handphone yh, cmn nanya aja",0,tesla,Netral
2020-02-22T07:51:10Z,@mahagirilaundry8765,Keren bgt.... Huh,0,tesla,Positif
